"-","id","timestamp","frameNumber","x","y","vx","vy","size"
"$","31","1707211054029","1295","-31.359375","10.796875","12.7020101547241","1","4.780517578125"
"$","34","1707211054029","1295","-32.984375","9.484375","12.5935392379761","1","3.86572265625"
"$","36","1707211054029","1295","-36.90625","16.171875","19.0180397033691","1","7.35693359375"
"$","37","1707211054029","1295","-41","9.3984375","12.5890626907349","1","6.764892578125"
"$","38","1707211054029","1295","-36.734375","9.703125","12.7003955841064","1","3.166748046875"
"$","39","1707211054029","1295","-39.46875","16.25","19.0799503326416","1","6.59619140625"
"$","31","1707211054076","1296","-30.6015625","10.890625","12.7020101547241","1","4.780517578125"
"$","34","1707211054076","1296","-32.234375","9.4609375","12.5935392379761","1","3.86572265625"
"$","36","1707211054076","1296","-35.796875","16.2265625","19.053014755249","1","6.5604248046875"
"$","37","1707211054076","1296","-40.265625","9.3671875","12.5830078125","1","6.93994140625"
"$","38","1707211054076","1296","-35.984375","9.703125","12.6793575286865","1","2.64990234375"
"$","39","1707211054076","1296","-38.3359375","16.4140625","19.0799503326416","1","6.59619140625"
"$","31","1707211054217","1297","-29.09375","11.0703125","12.7243394851685","1","5.46875"
"$","34","1707211054217","1297","-30.65625","9.5","14.4486923217773","1","4.332275390625"
"$","36","1707211054217","1297","-33.5234375","16.59375","18.9792881011963","1","6.314453125"
"$","37","1707211054217","1297","-38.90625","9.0546875","12.5631465911865","1","5.93359375"
"$","38","1707211054217","1297","-34.484375","9.8046875","12.6675901412964","1","2.9296875"
"$","31","1707211054232","1297","-28.3359375","11.1875","12.7358722686768","1","5.76123046875"
"$","34","1707211054232","1297","-29.7890625","9.484375","14.4486923217773","1","4.332275390625"
"$","36","1707211054232","1297","-32.3984375","16.734375","18.9792881011963","1","6.314453125"
"$","37","1707211054232","1297","-38.1953125","9.1015625","12.5640277862549","1","5.406494140625"
"$","38","1707211054232","1297","-33.734375","9.8828125","12.672233581543","1","3.4617919921875"
"$","31","1707211054263","1299","-27.6015625","11.015625","12.6812877655029","1","4.80615234375"
"$","34","1707211054263","1299","-31.2890625","16.8203125","19.0878238677979","1","6.54638671875"
"$","36","1707211054263","1299","-37.4375","9.1328125","12.5640277862549","1","5.406494140625"
"$","37","1707211054263","1299","-32.984375","9.9765625","12.6701917648315","1","3.609375"
"$","38","1707211054263","1299","-34.015625","16.34375","19.0444660186768","1","6.942138671875"
"$","31","1707211054326","1300","-26.859375","11.0625","12.685962677002","1","4.31005859375"
"$","34","1707211054326","1300","-28.21875","9.53125","12.603461265564","1","4.74609375"
"$","36","1707211054326","1300","-30.1484375","16.9609375","19.0878238677979","1","6.54638671875"
"$","37","1707211054326","1300","-36.703125","9.171875","12.5643310546875","1","5.693359375"
"$","38","1707211054326","1300","-32.2265625","10.0703125","12.6701917648315","1","3.609375"
"$","39","1707211054326","1300","-32.875","16.4609375","19.0444660186768","1","6.942138671875"
"$","31","1707211054404","1301","-26.109375","11.1171875","12.6914653778076","1","4.709716796875"
"$","34","1707211054404","1301","-27.4609375","9.5234375","12.603461265564","1","4.74609375"
"$","36","1707211054404","1301","-29.0078125","17.1015625","19.0878238677979","1","6.54638671875"
"$","37","1707211054404","1301","-35.9453125","9.203125","12.5643310546875","1","5.693359375"
"$","38","1707211054404","1301","-31.46875","10.1875","12.6887502670288","1","3.869873046875"
"$","31","1707211054482","1302","-25.3515625","11.1875","12.6914653778076","1","4.709716796875"
"$","34","1707211054482","1302","-27.9296875","17.2421875","19.1178913116455","1","5.269287109375"
"$","36","1707211054482","1302","-35.1953125","9.3046875","12.5679912567139","1","5.987548828125"
"$","37","1707211054482","1302","-30.7109375","10.2890625","12.6887502670288","1","4.37841796875"
"$","31","1707211054545","1303","-98.328125","5.3515625","14.0065402984619","1","8.3155517578125"
"$","34","1707211054545","1303","-24.671875","11.453125","12.5202960968018","1","3.92626953125"
"$","36","1707211054545","1303","-26.84375","10.40625","12.5570592880249","1","4.0567626953125"
"$","37","1707211054545","1303","-26.8046875","17.3125","19.3523769378662","1","4.7607421875"
"$","38","1707211054545","1303","-34.484375","9.6328125","12.5884876251221","1","4.9808349609375"
"$","39","1707211054545","1303","-29.9609375","10.390625","12.6887502670288","1","4.37841796875"
"$","31","1707211054607","1304","-97.5078125","5.5546875","14.0065402984619","1","8.3155517578125"
"$","34","1707211054607","1304","-23.921875","11.5390625","12.5202960968018","1","3.92626953125"
"$","36","1707211054607","1304","-26.0859375","10.453125","12.5570592880249","1","4.0567626953125"
"$","37","1707211054607","1304","-25.6484375","17.4453125","19.3523769378662","1","4.7607421875"
"$","38","1707211054607","1304","-33.7265625","9.6875","12.5884876251221","1","4.9808349609375"
"$","39","1707211054607","1304","-29.203125","10.484375","12.7032136917114","1","4.65087890625"
"$","40","1707211054607","1304","-28.4921875","16.6484375","19.1999931335449","1","7.20703125"
"$","31","1707211054670","1305","-96.734375","5.8046875","14.0272760391235","1","8.3155517578125"
"$","34","1707211054670","1305","-23.1796875","11.609375","12.5331516265869","1","4.37841796875"
"$","36","1707211054670","1305","-24.5","17.5703125","19.4135856628418","1","5.1295166015625"
"$","37","1707211054670","1305","-32.9765625","9.7421875","12.5884876251221","1","4.9808349609375"
"$","38","1707211054670","1305","-28.453125","10.5703125","12.7089233398438","1","5.2569580078125"
"$","39","1707211054670","1305","-27.3984375","16.671875","19.2308673858643","1","7.296630859375"
"$","31","1707211054732","1306","-95.9140625","6.0078125","14.0272760391235","1","8.3155517578125"
"$","34","1707211054732","1306","-22.4296875","11.6796875","12.538293838501","1","4.78125"
"$","36","1707211054732","1306","-24.6328125","10.5546875","12.6116352081299","1","4.30419921875"
"$","37","1707211054732","1306","-23.34375","17.6875","19.5334396362305","1","5.460205078125"
"$","38","1707211054732","1306","-32.21875","9.796875","12.5884876251221","1","4.9808349609375"
"$","39","1707211054732","1306","-27.6953125","10.671875","12.7089233398438","1","5.2569580078125"
"$","40","1707211054732","1306","-26.25","16.765625","19.2308673858643","1","7.296630859375"
"$","31","1707211054810","1307","-94.2734375","5.9609375","13.938060760498","1","8.3155517578125"
"$","34","1707211054810","1307","-20.9375","11.8203125","12.5434818267822","1","5.1513671875"
"$","36","1707211054810","1307","-21.0078125","17.9453125","19.5334396362305","1","5.460205078125"
"$","37","1707211054810","1307","-30.734375","9.9453125","12.3583402633667","1","5.642578125"
"$","38","1707211054810","1307","-26.1875","10.8984375","12.5039567947388","1","5.6392822265625"
"$","39","1707211054810","1307","-24.0703125","16.703125","19.0407733917236","1","7.38671875"
"$","31","1707211054873","1308","-93.421875","5.7890625","13.8806753158569","1","8.3155517578125"
"$","34","1707211054873","1308","-20.1953125","11.8359375","12.5577211380005","1","4.7607421875"
"$","36","1707211054873","1308","-22.4609375","10.71875","12.3876123428345","1","4.7265625"
"$","37","1707211054873","1308","-19.84375","18.078125","19.5334396362305","1","5.460205078125"
"$","38","1707211054873","1308","-29.9765625","10.109375","12.3786420822144","1","4.71337890625"
"$","39","1707211054873","1308","-25.4453125","10.9921875","12.5039567947388","1","5.6392822265625"
"$","40","1707211054873","1308","-22.9296875","16.7890625","19.0407733917236","1","7.38671875"
"$","31","1707211054935","1309","-92.609375","5.9453125","13.8806753158569","1","8.3155517578125"
"$","34","1707211054935","1309","-19.4609375","11.8515625","12.357123374939","1","4.019775390625"
"$","36","1707211054935","1309","-21.71875","10.7734375","12.3876123428345","1","4.7265625"
"$","37","1707211054935","1309","-18.6796875","18.2109375","19.5334396362305","1","5.460205078125"
"$","38","1707211054935","1309","-29.2578125","10.1796875","12.3786420822144","1","4.522705078125"
"$","39","1707211054935","1309","-24.703125","11.09375","12.5039567947388","1","5.6392822265625"
"$","40","1707211054935","1309","-21.7890625","16.8671875","19.0407733917236","1","7.38671875"
"$","31","1707211054998","1310","-91.7890625","6.1171875","13.8927097320557","1","8.3155517578125"
"$","34","1707211054998","1310","-18.7265625","11.90625","12.3315057754517","1","3.465087890625"
"$","36","1707211054998","1310","-17.515625","18.3359375","19.5334396362305","1","5.460205078125"
"$","37","1707211054998","1310","-28.5234375","10.296875","12.1993255615234","1","4.906494140625"
"$","38","1707211054998","1310","-64.125","9.6328125","15.1851081848145","1","6.20361328125"
"$","39","1707211054998","1310","-23.9609375","11.1953125","12.5039567947388","1","5.6392822265625"
"$","31","1707211055076","1311","-90.984375","6.40625","13.9181175231934","1","8.3155517578125"
"$","34","1707211055076","1311","-18","11.96875","12.3463039398193","1","3.0413818359375"
"$","36","1707211055076","1311","-20.5078125","11.0390625","12.2005767822266","1","3.935546875"
"$","37","1707211055076","1311","-16.1875","18.625","20.3910102844238","1","4.7374267578125"
"$","38","1707211055076","1311","-27.796875","10.375","12.1993255615234","1","4.906494140625"
"$","39","1707211055076","1311","-63.21875","9.6640625","15.1964874267578","1","6.427001953125"
"$","40","1707211055076","1311","-23.21875","11.296875","12.5039567947388","1","5.6392822265625"
"$","31","1707211055138","1312","-90.1640625","6.5703125","13.9181175231934","1","8.3155517578125"
"$","34","1707211055138","1312","-17.265625","12.0546875","12.177544593811","1","3.54345703125"
"$","36","1707211055138","1312","-19.7734375","11.1015625","12.2005767822266","1","3.935546875"
"$","38","1707211055138","1312","-15.1484375","18.59375","20.0835571289063","1","3.759765625"
"$","39","1707211055138","1312","-27.078125","10.484375","12.1814918518066","1","5.255126953125"
"$","40","1707211055138","1312","-62.328125","9.734375","15.2058305740356","1","6.6251220703125"
"$","41","1707211055138","1312","-22.46875","11.3984375","12.5039567947388","1","5.6392822265625"
"$","31","1707211055201","1313","-89.3515625","6.734375","13.9181175231934","1","8.3155517578125"
"$","34","1707211055201","1313","-16.5078125","12.109375","12.1674613952637","1","3.0010986328125"
"$","36","1707211055201","1313","-26.3515625","10.5625","12.1814918518066","1","5.255126953125"
"$","31","1707211055263","1314","-88.5390625","7.265625","13.9954299926758","1","8.3155517578125"
"$","34","1707211055263","1314","-15.78125","12.1796875","12.1674613952637","1","3.0010986328125"
"$","36","1707211055263","1314","-18.3515625","11.2421875","12.0080366134644","1","4.59228515625"
"$","39","1707211055263","1314","-19.1640625","10.671875","14.911883354187","1","3.66064453125"
"$","40","1707211055263","1314","-25.640625","10.6171875","11.9622945785522","1","4.59375"
"$","41","1707211055263","1314","-60.484375","9.890625","15.2095813751221","1","5.7359619140625"
"$","31","1707211055342","1315","-87.71875","7.2578125","13.9664707183838","1","8.3155517578125"
"$","36","1707211055342","1315","-15.0703125","12.3046875","12.0113525390625","1","2.57080078125"
"$","39","1707211055342","1315","-17.640625","11.3125","12.0080366134644","1","4.59228515625"
"$","40","1707211055342","1315","-18.2734375","10.5703125","14.911883354187","1","3.66064453125"
"$","41","1707211055342","1315","-24.9296875","10.6796875","11.9529209136963","1","4.98046875"
"$","42","1707211055342","1315","-59.515625","10.21875","15.25830078125","1","4.93408203125"
"$","43","1707211055342","1315","-20.3046875","11.671875","12.1447162628174","1","5.9578857421875"
"$","31","1707211055404","1316","-86.0546875","7.578125","13.9676837921143","1","8.3155517578125"
"$","39","1707211055404","1316","-16.2734375","11.4609375","11.8078536987305","1","4.3232421875"
"$","40","1707211055404","1316","-23.5078125","10.8828125","11.7739038467407","1","5.6422119140625"
"$","41","1707211055404","1316","-57.7109375","10.296875","15.2418346405029","1","4.46875"
"$","42","1707211055404","1316","-18.859375","11.8515625","12.1570253372192","1","6.24462890625"
"$","31","1707211055467","1317","-85.2265625","7.6171875","13.9441661834717","1","8.3155517578125"
"$","39","1707211055467","1317","-15.5703125","11.5234375","11.8078536987305","1","4.3232421875"
"$","40","1707211055467","1317","-22.8125","10.9921875","11.7627191543579","1","5.934814453125"
"$","41","1707211055467","1317","-56.8359375","10.2578125","15.4213943481445","1","3.7705078125"
"$","42","1707211055467","1317","-18.140625","11.9453125","12.1570253372192","1","6.24462890625"
"$","31","1707211055529","1318","-84.40625","7.78125","13.9441661834717","1","8.3155517578125"
"$","40","1707211055529","1318","-15.2109375","10.609375","11.6186246871948","1","4.763427734375"
"$","41","1707211055529","1318","-22.109375","11.09375","11.7731494903564","1","6.1796875"
"$","42","1707211055529","1318","-55.9140625","10.3359375","15.4213943481445","1","3.7705078125"
"$","43","1707211055529","1318","-17.2265625","11.7734375","15.377121925354","1","6.49951171875"
"$","31","1707211055607","1319","-83.5859375","7.9453125","13.9441661834717","1","8.3155517578125"
"$","41","1707211055607","1319","-21.40625","11.171875","11.7731494903564","1","6.1796875"
"$","42","1707211055607","1319","-54.9921875","10.4375","15.4718217849731","1","4.2291259765625"
"$","43","1707211055607","1319","-16.3125","11.8515625","15.377121925354","1","6.49951171875"
"$","31","1707211055670","1320","-82.765625","7.890625","14.1515169143677","1","8.3155517578125"
"$","41","1707211055670","1320","-20.6015625","11.5078125","11.6462783813477","1","5.146240234375"
"$","42","1707211055670","1320","-54.0625","10.5234375","15.4730834960938","1","4.658203125"
"$","31","1707211055732","1321","-81.9453125","7.96875","14.1481294631958","1","8.3155517578125"
"$","41","1707211055732","1321","-19.859375","11.671875","11.6872596740723","1","4.58056640625"
"$","42","1707211055732","1321","-53.1328125","10.65625","15.4874134063721","1","5.05615234375"
"$","31","1707211055795","1322","-81.1328125","8.203125","14.1682910919189","1","8.3155517578125"
"$","41","1707211055795","1322","-19.171875","11.78125","11.7104473114014","1","4.976318359375"
"$","42","1707211055795","1322","-52.21875","10.9453125","15.5203542709351","1","4.3209228515625"
"$","31","1707211055873","1323","-80.328125","8.2578125","13.9531097412109","1","8.3155517578125"
"$","41","1707211055873","1323","-18.4765625","11.8125","11.7081642150879","1","4.4461669921875"
"$","42","1707211055873","1323","-51.3203125","11.2109375","15.5581483840942","1","3.895751953125"
"$","31","1707211055935","1324","-79.5078125","8.4765625","14.134744644165","1","8.3155517578125"
"$","41","1707211055935","1324","-17.75","11.9140625","11.5324831008911","1","4.251708984375"
"$","31","1707211055998","1325","-78.6796875","8.7421875","14.191668510437","1","8.3155517578125"
"$","41","1707211055998","1325","-17.0703125","12.015625","11.5324831008911","1","4.251708984375"
"$","42","1707211055998","1325","-49.46875","11.40625","15.5709686279297","1","3.8717041015625"
"$","31","1707211056060","1326","-77.828125","8.6875","14.1553916931152","1","7.3773193359375"
"$","41","1707211056060","1326","-16.40625","12.046875","11.5303821563721","1","4.6728515625"
"$","42","1707211056060","1326","-48.546875","11.515625","15.5709686279297","1","4.3292236328125"
"$","31","1707211056138","1327","-76.15625","9.078125","14.1780843734741","1","7.470703125"
"$","42","1707211056138","1327","-46.7109375","11.921875","15.4348134994507","1","4.13916015625"
"$","31","1707211056201","1328","-75.5234375","8.2109375","14.0248107910156","1","6.14990234375"
"$","42","1707211056201","1328","-45.7578125","11.9765625","15.4026069641113","1","3.42138671875"
"$","31","1707211056279","1329","-74.6875","8.3046875","14.0248107910156","1","6.14990234375"
"$","42","1707211056279","1329","-44.8671875","12.0859375","15.4016304016113","1","3.1153564453125"
"$","31","1707211056342","1330","-73.84375","8.28125","14.0347490310669","1","6.3995361328125"
"$","42","1707211056342","1330","-43.9453125","12.203125","15.4093818664551","1","3.0076904296875"
"$","31","1707211056404","1331","-72.96875","8.578125","14.0606880187988","1","5.407470703125"
"$","42","1707211056404","1331","-43.03125","12.3203125","15.4171333312988","1","3.5223388671875"
"$","31","1707211056466","1332","-72.1328125","8.734375","14.0682563781738","1","5.6942138671875"
"$","42","1707211056466","1332","-42.109375","12.4453125","15.4336109161377","1","3.998291015625"
"$","31","1707211056529","1333","-71.2890625","8.8671875","14.0721426010132","1","5.98828125"
"$","42","1707211056529","1333","-41.2109375","12.6015625","15.4550380706787","1","3.2874755859375"
"$","31","1707211056623","1334","-69.578125","9.046875","14.0750484466553","1","5.00048828125"
"$","42","1707211056623","1334","-39.3671875","12.8515625","15.4880342483521","1","3.674072265625"
"$","31","1707211056670","1335","-68.7421875","9.203125","14.0838470458984","1","4.2686767578125"
"$","42","1707211056670","1335","-38.4453125","12.96875","15.4880342483521","1","3.674072265625"
"$","31","1707211056748","1336","-67.8671875","9.2890625","14.0798940658569","1","3.93310546875"
"$","42","1707211056748","1336","-37.5390625","13.3984375","15.6197900772095","1","3.18994140625"
"$","31","1707211056810","1337","-67.0390625","9.4296875","14.0935964584351","1","4.383544921875"
"$","42","1707211056810","1337","-36.6171875","13.515625","15.6317682266235","1","3.4632568359375"
"$","31","1707211056873","1338","-66.1953125","9.5859375","14.0997009277344","1","4.78564453125"
"$","42","1707211056873","1338","-35.71875","13.7265625","15.4825534820557","1","3.17236328125"
"$","31","1707211056935","1339","-65.359375","9.6875","14.0986728668213","1","5.1300048828125"
"$","42","1707211056935","1339","-34.84375","13.7421875","15.4216814041138","1","2.6705322265625"
"$","31","1707211056998","1340","-64.515625","9.796875","14.0986728668213","1","5.1300048828125"
"$","42","1707211056998","1340","-33.921875","13.8515625","15.4403638839722","1","3.194091796875"
"$","31","1707211057060","1341","-63.71875","10.015625","14.1244640350342","1","4.290771484375"
"$","42","1707211057060","1341","-33.015625","13.9375","15.4392747879028","1","2.7294921875"
"$","31","1707211057138","1342","-62.8828125","10.109375","14.128927230835","1","4.68896484375"
"$","42","1707211057138","1342","-32.1015625","14.0390625","15.4581737518311","1","3.261474609375"
"$","31","1707211057201","1343","-62.0390625","10.2265625","14.128927230835","1","5.054931640625"
"$","42","1707211057201","1343","-31.1875","14.1640625","15.4581737518311","1","3.261474609375"
"$","31","1707211057263","1344","-61.203125","10.3203125","14.132363319397","1","5.40869140625"
"$","42","1707211057263","1344","-30.265625","14.2890625","15.4581737518311","1","3.261474609375"
"$","31","1707211057341","1345","-60.3671875","10.4140625","14.1281299591064","1","5.721435546875"
"$","42","1707211057341","1345","-29.3515625","14.421875","15.4581737518311","1","3.261474609375"
"$","31","1707211057404","1346","-58.6640625","10.46875","14.1041593551636","1","5.2781982421875"
"$","42","1707211057404","1346","-27.5078125","14.671875","15.4581737518311","1","3.261474609375"
"$","31","1707211057466","1347","-57.828125","10.515625","14.0976295471191","1","5.614013671875"
"$","42","1707211057466","1347","-26.59375","14.8046875","15.4581737518311","1","3.261474609375"
"$","31","1707211057529","1348","-56.9921875","10.5859375","14.1017532348633","1","5.90625"
"$","42","1707211057529","1348","-25.671875","14.9296875","15.4581737518311","1","3.261474609375"
"$","31","1707211057607","1349","-56.1484375","10.6953125","14.1026554107666","1","6.15087890625"
"$","42","1707211057607","1349","-24.75","15.0546875","15.4581737518311","1","3.261474609375"
"$","31","1707211057670","1350","-55.3046875","10.8515625","14.1177845001221","1","6.20654296875"
"$","42","1707211057670","1350","-23.8359375","15.1796875","15.4581737518311","1","3.261474609375"
"$","31","1707211057732","1351","-54.46875","10.703125","14.0813779830933","1","5.196533203125"
"$","42","1707211057732","1351","-22.9140625","15.3125","15.4581737518311","1","3.261474609375"
"$","31","1707211057795","1352","-53.6328125","10.7109375","14.0736179351807","1","4.58203125"
"$","42","1707211057795","1352","-22.71875","14.828125","15.5742635726929","1","4.969482421875"
"$","31","1707211057873","1353","-51.9609375","10.90625","14.0836753845215","1","5.3243408203125"
"$","42","1707211057873","1353","-20.8125","14.8515625","15.4643497467041","1","4.185302734375"
"$","31","1707211057935","1354","-51.1171875","11","14.0852184295654","1","5.63671875"
"$","42","1707211057935","1354","-19.890625","14.9453125","15.4643497467041","1","4.185302734375"
"$","31","1707211057998","1355","-50.2734375","11.1171875","14.2904462814331","1","5.90380859375"
"$","31","1707211058060","1356","-49.421875","11.203125","14.2904462814331","1","5.90380859375"
"$","42","1707211058060","1356","-18.171875","14.9765625","15.3997831344604","1","4.60693359375"
"$","31","1707211058138","1357","-48.5625","11.0859375","14.3026905059814","1","4.937255859375"
"$","42","1707211058138","1357","-17.25","15.0546875","15.3997831344604","1","4.60693359375"
"$","31","1707211058201","1358","-47.703125","11.203125","14.3138751983643","1","4.74609375"
"$","31","1707211058263","1359","-46.84375","11.296875","14.3244524002075","1","5.125732421875"
"$","31","1707211058341","1360","-45.9921875","11.3125","14.3189296722412","1","5.46240234375"
"$","31","1707211058404","1361","-45.140625","11.3828125","14.317590713501","1","5.755615234375"
"$","31","1707211058482","1362","-44.28125","11.4921875","14.3287515640259","1","6.02978515625"
"$","31","1707211058544","1363","-42.5859375","11.65625","14.3379125595093","1","5.966796875"
"$","31","1707211058607","1364","-41.7265625","11.734375","14.3379125595093","1","5.966796875"
"$","31","1707211058669","1365","-40.875","11.84375","14.3562822341919","1","6.21728515625"
"$","31","1707211058732","1366","-40.015625","11.9765625","14.3691329956055","1","5.589599609375"
"$","31","1707211058810","1367","-39.15625","12.171875","14.4024133682251","1","4.984375"
"$","31","1707211058873","1368","-38.296875","12.515625","14.4600238800049","1","4.27734375"
"$","31","1707211058935","1369","-37.421875","12.7109375","14.501407623291","1","3.796142578125"
"$","31","1707211058998","1370","-36.5625","12.7421875","14.685941696167","1","3.6357421875"
"$","31","1707211059076","1371","-34.8125","13.015625","14.7709112167358","1","3.787841796875"
"$","31","1707211059138","1372","-33.9296875","13.1171875","14.7709112167358","1","3.787841796875"
"$","31","1707211059201","1373","-33.9296875","13.1171875","14.7709112167358","1","3.787841796875"
"$","31","1707211059279","1374","-32.171875","13.34375","14.8106288909912","1","4.2506103515625"
"$","31","1707211059341","1375","-31.2890625","13.515625","14.6487379074097","1","4.67578125"
"$","31","1707211059404","1376","-30.421875","13.625","14.6487379074097","1","4.67578125"
"$","31","1707211059466","1377","-29.5390625","13.796875","14.7099752426147","1","5.0654296875"
"$","31","1707211059544","1378","-28.6640625","13.90625","14.7099752426147","1","5.0654296875"
"$","31","1707211059607","1379","-27.7890625","14.09375","14.7966728210449","1","5.00390625"
"$","31","1707211059669","1380","-26.90625","14.34375","14.8823919296265","1","4.3642578125"
"$","31","1707211059732","1381","-26.0234375","14.40625","15.0961055755615","1","3.9832763671875"
"$","31","1707211059810","1382","-25.1328125","14.5703125","15.0029067993164","1","3.57177734375"
"$","31","1707211059873","1383","-23.375","14.8203125","15.0781517028809","1","3.5205078125"
"$","31","1707211059935","1384","-22.4921875","14.9140625","15.1270761489868","1","3.768310546875"
"$","31","1707211059998","1385","-21.6015625","15","15.1761407852173","1","3.578857421875"
"$","31","1707211060076","1386","-20.71875","15.046875","15.2039461135864","1","3.3837890625"
"$","31","1707211060138","1387","-19.8203125","15.125","15.2689294815063","1","3.3486328125"
"$","31","1707211060201","1388","-18.9296875","15.1953125","15.1410703659058","1","2.734375"
"$","31","1707211060263","1389","-18.046875","15.2421875","15.1629190444946","1","2.54443359375"
"$","31","1707211060341","1390","-16.2890625","15.5","15.0393056869507","1","2.0526123046875"
"$","31","1707211060404","1391","-15.453125","15.609375","15.1140718460083","1","1.8106689453125"
"$","42","1707211069075","1521","-107.875","5.640625","24.4422473907471","1","8.3155517578125"
"$","42","1707211069138","1522","-106.4140625","5.7578125","24.4422473907471","1","8.3155517578125"
"$","42","1707211069341","1525","-100.5546875","5.734375","24.4211120605469","1","7.5"
"$","42","1707211069403","1526","-100.5546875","5.734375","24.4211120605469","1","7.5"
"$","42","1707211069466","1527","-99.09375","5.8125","24.4211120605469","1","7.5"
"$","42","1707211069544","1528","-96.171875","5.453125","24.4278392791748","1","7.5625"
"$","42","1707211069606","1529","-94.703125","5.5","24.4278392791748","1","7.5625"
"$","42","1707211069731","1531","-91.84375","6.1953125","24.4233303070068","1","7.625"
"$","42","1707211069810","1532","-90.3828125","6.28125","24.4233303070068","1","7.625"
"$","42","1707211069934","1534","-86.046875","7.484375","24.4637870788574","1","7.6875"
"$","42","1707211070013","1535","-86.046875","7.484375","24.4637870788574","1","7.6875"
"$","42","1707211070075","1536","-83.171875","8.21875","24.5158023834229","1","7.71875"
"$","42","1707211070138","1537","-81.7265625","8.9296875","24.592306137085","1","6.400390625"
"$","42","1707211070200","1538","-80.2578125","9.125","24.592306137085","1","6.400390625"
"$","42","1707211070263","1539","-78.8046875","9.4296875","24.623327255249","1","6.597900390625"
"$","42","1707211070341","1540","-77.34375","9.6328125","24.623327255249","1","6.597900390625"
"$","42","1707211070403","1541","-75.8984375","9.9140625","24.658275604248","1","6.769287109375"
"$","42","1707211070466","1542","-74.4296875","10.109375","24.658275604248","1","6.769287109375"
"$","42","1707211070544","1543","-71.6796875","11.40625","24.8780040740967","1","5.614013671875"
"$","42","1707211070606","1544","-70.2109375","11.6640625","24.8780040740967","1","5.614013671875"
"$","42","1707211070669","1545","-68.7421875","11.921875","24.8780040740967","1","5.614013671875"
"$","42","1707211070731","1546","-67.2734375","12.1875","24.8780040740967","1","5.614013671875"
"$","42","1707211070809","1547","-65.8046875","12.359375","24.9529628753662","1","5.90625"
"$","42","1707211070872","1548","-64.3359375","12.6328125","24.9787082672119","1","6.15087890625"
"$","42","1707211070934","1549","-62.875","12.8203125","24.9809894561768","1","5.665283203125"
"$","42","1707211070997","1550","-61.40625","13.21875","25.0576801300049","1","5.958984375"
"$","42","1707211071075","1551","-58.515625","13.7421875","24.8988342285156","1","4.9798583984375"
"$","42","1707211071138","1552","-57.0546875","13.75","25.0273780822754","1","4.428466796875"
"$","42","1707211071200","1553","-55.6015625","13.71875","24.9822559356689","1","3.759521484375"
"$","42","1707211071263","1554","-54.1328125","13.859375","24.9918441772461","1","3.3214111328125"
"$","42","1707211071341","1555","-52.6484375","14.0234375","25.0050792694092","1","3.80126953125"
"$","42","1707211071403","1556","-51.1640625","14.234375","25.0050792694092","1","3.80126953125"
"$","42","1707211071466","1557","-49.671875","14.4453125","25.0050792694092","1","3.80126953125"
"$","42","1707211071544","1558","-48.265625","15.03125","25.0455207824707","1","3.26171875"
"$","42","1707211071606","1559","-46.78125","15.2734375","25.0455207824707","1","3.26171875"
"$","42","1707211071684","1560","-43.8515625","15.3671875","25.0129413604736","1","3.2421875"
"$","42","1707211071731","1561","-42.375","15.5234375","25.0487232208252","1","3.37890625"
"$","42","1707211071809","1562","-40.8828125","15.7265625","25.0487232208252","1","3.37890625"
"$","42","1707211071872","1563","-39.4453125","15.8515625","24.9190654754639","1","2.788330078125"
"$","42","1707211071934","1564","-37.9609375","16.046875","24.9190654754639","1","2.788330078125"
"$","42","1707211072028","1565","-36.5","16.1875","25.0221633911133","1","2.546875"
"$","42","1707211072075","1566","-35.0078125","16.390625","25.1171398162842","1","3.076171875"
"$","42","1707211072137","1567","-33.515625","16.5546875","25.1964988708496","1","3.568115234375"
"$","42","1707211072200","1568","-32.015625","16.7421875","25.1964988708496","1","3.568115234375"
"$","42","1707211072278","1569","-29.0390625","17.0625","25.1878299713135","1","3.26318359375"
"$","42","1707211072341","1570","-27.5390625","17.25","25.1878299713135","1","3.26318359375"
"$","42","1707211072403","1571","-112.265625","5.3125","20.4269008636475","1","8.3155517578125"
"$","43","1707211072403","1571","-26.0390625","17.4375","25.1878299713135","1","3.26318359375"
"$","42","1707211072481","1572","-111.0390625","5.40625","20.4156894683838","1","8.3155517578125"
"$","43","1707211072481","1572","-24.5390625","17.6171875","25.1878299713135","1","3.26318359375"
"$","42","1707211072544","1573","-109.8125","5.390625","20.4156894683838","1","8.3155517578125"
"$","43","1707211072544","1573","-23.0390625","17.8046875","25.1878299713135","1","3.26318359375"
"$","42","1707211072606","1574","-108.5859375","5.375","20.4156894683838","1","8.3155517578125"
"$","43","1707211072606","1574","-21.5390625","17.9921875","25.1878299713135","1","3.26318359375"
"$","42","1707211072669","1575","-107.375","5.3984375","20.4149971008301","1","8.3155517578125"
"$","43","1707211072669","1575","-20.0390625","18.171875","25.1878299713135","1","3.26318359375"
"$","42","1707211072747","1576","-106.1484375","5.390625","20.4149971008301","1","8.3155517578125"
"$","43","1707211072747","1576","-18.5390625","18.359375","25.1878299713135","1","3.26318359375"
"$","42","1707211072809","1577","-15.671875","18.4140625","25.1240978240967","1","3.759765625"
"$","43","1707211072872","1578","-102.515625","5.9609375","20.3809432983398","1","8.3155517578125"
"$","43","1707211072934","1579","-101.296875","5.9921875","20.3809432983398","1","8.3155517578125"
