"-","id","timestamp","frameNumber","x","y","vx","vy","size"
"$","60","1707211124353","2350","-25.46875","11.109375","15.5740575790405","1","2.025146484375"
"$","52","1707211124416","2351","-22.5859375","11.4296875","15.413064956665","1","4.408203125"
"$","57","1707211124416","2351","-23.640625","16.90625","23.0846729278564","1","6.0975341796875"
"$","59","1707211124416","2351","-18.890625","3.6640625","6.39084482192993","1","7.659912109375"
"$","60","1707211124416","2351","-24.5390625","11.234375","15.5740575790405","1","2.025146484375"
"$","52","1707211124478","2352","-20.75","11.7109375","15.2844390869141","1","4.3798828125"
"$","57","1707211124478","2352","-20.859375","17.3515625","22.964822769165","1","6.3250732421875"
"$","59","1707211124478","2352","-18.1328125","3.703125","6.40645027160645","1","7.72119140625"
"$","60","1707211124478","2352","-22.6875","11.5","15.5740575790405","1","2.025146484375"
"$","52","1707211124541","2353","-19.8203125","11.8515625","15.2969732284546","1","4.060546875"
"$","57","1707211124541","2353","-19.4921875","17.5078125","23.0018367767334","1","6.5390625"
"$","59","1707211124541","2353","-23.6875","9.9375","14.0651931762695","1","5.955810546875"
"$","60","1707211124541","2353","-17.75","3.71875","6.40645027160645","1","7.72119140625"
"$","52","1707211124619","2354","-18.9140625","11.96875","15.3289489746094","1","4.5909423828125"
"$","57","1707211124619","2354","-18.125","17.6640625","23.0018367767334","1","6.5390625"
"$","59","1707211124619","2354","-22.8515625","9.8828125","14.0651931762695","1","5.955810546875"
"$","60","1707211124619","2354","-17.390625","3.8046875","6.17452955245972","1","7.78271484375"
"$","52","1707211124681","2355","-18.0078125","12.0390625","15.5453672409058","1","5.416259765625"
"$","57","1707211124681","2355","-16.75","17.828125","23.0018367767334","1","6.5390625"
"$","59","1707211124681","2355","-17.0390625","3.8828125","6.36608028411865","1","7.844482421875"
"$","52","1707211124744","2356","-16.9765625","12.25","15.46657371521","1","4.3994140625"
"$","57","1707211124744","2356","-15.3828125","18.0390625","23.4425506591797","1","6.73828125"
"$","59","1707211124744","2356","-21.25","10.8515625","15.1190910339355","1","4.8387451171875"
"$","60","1707211124744","2356","-16.65625","3.90625","6.36608028411865","1","7.844482421875"
"$","52","1707211124806","2357","-16.0546875","12.3671875","15.46657371521","1","4.3994140625"
"$","59","1707211124806","2357","-20.34375","10.90625","15.1190910339355","1","4.8387451171875"
"$","60","1707211124806","2357","-16.2734375","3.9296875","6.36608028411865","1","7.844482421875"
"$","52","1707211124884","2358","-15.171875","12.3828125","15.5074996948242","1","3.5299072265625"
"$","59","1707211124884","2358","-15.9609375","4.0859375","6.1479959487915","1","7.87548828125"
"$","59","1707211124947","2359","-18.5625","11.1015625","15.0577278137207","1","5.22265625"
"$","60","1707211124947","2359","-15.59375","4.1171875","6.1479959487915","1","7.87548828125"
"$","59","1707211125009","2360","-17.6640625","11.1640625","15.0577278137207","1","5.22265625"
"$","60","1707211125009","2360","-15.2265625","4.1484375","6.1479959487915","1","7.87548828125"
"$","59","1707211125150","2362","-15.3671875","11.6484375","10.3348541259766","1","5.53857421875"
"$","61","1707211125884","2373","-82.25","6.2734375","16.8308181762695","1","6.174072265625"
"$","61","1707211126009","2375","-80.25","6.6484375","16.8433227539063","1","6.40380859375"
"$","61","1707211126072","2376","-79.2421875","6.7265625","16.8433227539063","1","6.40380859375"
"$","61","1707211126213","2378","-77.203125","7.375","16.8685779571533","1","5.73291015625"
"$","61","1707211126275","2379","-76.2109375","7.71875","16.8969230651855","1","6.010009765625"
"$","61","1707211126353","2380","-75.203125","7.8359375","16.8969230651855","1","6.010009765625"
"$","62","1707211126353","2380","-137.1640625","-4.7578125","14.9152250289917","1","8.092529296875"
"$","61","1707211126416","2381","-73.0703125","8.3125","16.9324569702148","1","5.23974609375"
"$","62","1707211126416","2381","-135.359375","-4.2890625","14.9399271011353","1","8.092529296875"
"$","61","1707211126478","2382","-72.0625","8.375","16.9289588928223","1","5.578125"
"$","62","1707211126478","2382","-134.46875","-4.1640625","14.9399271011353","1","8.092529296875"
"$","61","1707211126541","2383","-71.0546875","8.5","16.9289588928223","1","5.578125"
"$","61","1707211126619","2384","-70.0546875","8.796875","16.9540348052979","1","5.87255859375"
"$","62","1707211126619","2384","-132.6796875","-4.09375","14.9404191970825","1","8.092529296875"
"$","61","1707211126681","2385","-69.0859375","8.8515625","16.9489841461182","1","4.9317626953125"
"$","62","1707211126681","2385","-131.7890625","-3.9765625","14.9404191970825","1","8.092529296875"
"$","61","1707211126744","2386","-68.078125","8.984375","16.947940826416","1","5.28125"
"$","61","1707211126806","2387","-67.078125","9.1171875","16.9556846618652","1","5.59033203125"
"$","62","1707211126806","2387","-130.0078125","-3.3984375","14.9468460083008","1","8.092529296875"
"$","61","1707211126884","2388","-65.0625","9.375","16.9536113739014","1","5.8546142578125"
"$","61","1707211126947","2389","-64.0546875","9.515625","16.9536113739014","1","5.8546142578125"
"$","62","1707211126947","2389","-127.2890625","-3.5546875","14.9333744049072","1","8.092529296875"
"$","61","1707211127009","2390","-63.0390625","9.6484375","16.9536113739014","1","5.8546142578125"
"$","62","1707211127009","2390","-126.3515625","-3.671875","14.93567943573","1","8.092529296875"
"$","61","1707211127072","2391","-62.03125","9.78125","16.9536113739014","1","5.8546142578125"
"$","62","1707211127072","2391","-125.5078125","-3.375","14.9324855804443","1","8.092529296875"
"$","61","1707211127150","2392","-61.0234375","9.921875","16.9536113739014","1","5.8546142578125"
"$","62","1707211127150","2392","-124.6171875","-3.2734375","14.9324855804443","1","8.092529296875"
"$","61","1707211127212","2393","-60.015625","10.046875","16.9536113739014","1","5.8546142578125"
"$","62","1707211127212","2393","-123.7109375","-3.046875","15.163402557373","1","8.092529296875"
"$","61","1707211127275","2394","-59.0078125","10.1796875","16.9536113739014","1","5.8546142578125"
"$","62","1707211127275","2394","-122.8203125","-2.71875","14.9722337722778","1","8.092529296875"
"$","61","1707211127353","2395","-58","10.3125","16.9536113739014","1","5.8546142578125"
"$","62","1707211127353","2395","-121.9296875","-2.6015625","14.9722337722778","1","8.092529296875"
"$","61","1707211127416","2396","-56.9921875","10.453125","16.9536113739014","1","5.8546142578125"
"$","62","1707211127416","2396","-121.0234375","-2.34375","15.1751756668091","1","8.092529296875"
"$","61","1707211127478","2397","-55.984375","10.5859375","16.9536113739014","1","5.8546142578125"
"$","62","1707211127478","2397","-120.125","-2.21875","15.1751756668091","1","8.092529296875"
"$","61","1707211127541","2398","-54.453125","10.2890625","16.9296360015869","1","5.25341796875"
"$","62","1707211127541","2398","-118.328125","-1.7109375","15.2010717391968","1","8.092529296875"
"$","61","1707211127619","2399","-53.453125","10.375","16.9265193939209","1","5.58837890625"
"$","62","1707211127619","2399","-117.40625","-1.6796875","15.1921491622925","1","8.092529296875"
"$","61","1707211127681","2400","-52.4375","10.5078125","16.9405784606934","1","5.8798828125"
"$","62","1707211127681","2400","-116.5078125","-1.546875","15.1921491622925","1","8.092529296875"
"$","61","1707211127744","2401","-51.375","10.6484375","16.9462642669678","1","5.1256103515625"
"$","62","1707211127744","2401","-115.6015625","-1.40625","15.1921491622925","1","8.092529296875"
"$","61","1707211127806","2402","-50.3671875","10.7578125","16.9462642669678","1","5.1256103515625"
"$","62","1707211127806","2402","-114.6953125","-1.2421875","15.1968250274658","1","8.092529296875"
"$","61","1707211127884","2403","-49.4296875","10.7265625","16.9330749511719","1","5.456787109375"
"$","62","1707211127884","2403","-113.78125","-1.0078125","15.2022895812988","1","8.092529296875"
"$","61","1707211127947","2404","-48.4140625","10.890625","16.9506149291992","1","5.7451171875"
"$","62","1707211127947","2404","-112.8984375","-0.7890625","15.2057218551636","1","8.092529296875"
"$","61","1707211128009","2405","-47.4140625","10.9140625","16.9401264190674","1","5.281005859375"
"$","62","1707211128009","2405","-111.9765625","-0.828125","15.1933116912842","1","8.092529296875"
"$","61","1707211128072","2406","-46.3984375","11.0078125","16.9401264190674","1","5.281005859375"
"$","62","1707211128072","2406","-111.0703125","-0.6953125","15.1933116912842","1","8.092529296875"
"$","61","1707211128166","2407","-44.453125","11.171875","16.9450378417969","1","5.597412109375"
"$","62","1707211128166","2407","-109.2890625","-0.046875","15.225269317627","1","8.092529296875"
"$","61","1707211128212","2408","-43.4375","11.265625","16.9450378417969","1","5.597412109375"
"$","62","1707211128212","2408","-108.3984375","0.1953125","15.2311639785767","1","8.092529296875"
"$","61","1707211128275","2409","-42.4296875","11.359375","16.9450378417969","1","5.597412109375"
"$","62","1707211128275","2409","-107.6328125","0.96875","15.3012733459473","1","6.655517578125"
"$","61","1707211128353","2410","-41.4140625","11.4453125","16.9450378417969","1","5.597412109375"
"$","62","1707211128353","2410","-106.7109375","1.0234375","15.2854232788086","1","5.9853515625"
"$","61","1707211128416","2411","-40.3984375","11.5390625","16.9450378417969","1","5.597412109375"
"$","62","1707211128416","2411","-105.8125","1.2109375","15.2854232788086","1","5.9853515625"
"$","61","1707211128478","2412","-39.390625","11.6328125","16.9450378417969","1","5.597412109375"
"$","62","1707211128478","2412","-104.9140625","1.40625","15.2854232788086","1","5.9853515625"
"$","61","1707211128572","2413","-38.375","11.7265625","16.9450378417969","1","5.597412109375"
"$","62","1707211128572","2413","-104.015625","1.59375","15.2854232788086","1","5.9853515625"
"$","61","1707211128619","2414","-37.359375","11.8203125","16.9450378417969","1","5.597412109375"
"$","62","1707211128619","2414","-103.1171875","1.78125","15.2854232788086","1","5.9853515625"
"$","61","1707211128681","2415","-36.3515625","11.9140625","16.9450378417969","1","5.597412109375"
"$","62","1707211128681","2415","-102.21875","1.96875","15.2854232788086","1","5.9853515625"
"$","61","1707211128744","2416","-34.125","13.6875","17.3998947143555","1","6.092529296875"
"$","62","1707211128744","2416","-100.421875","2.34375","15.2854232788086","1","5.9853515625"
"$","61","1707211128806","2417","-33.09375","13.796875","17.4070224761963","1","6.314208984375"
"$","62","1707211128806","2417","-99.5234375","2.53125","15.2854232788086","1","5.9853515625"
"$","61","1707211128884","2418","-32.0625","13.953125","17.4070224761963","1","6.314208984375"
"$","62","1707211128884","2418","-33.421875","13.9296875","17.5007953643799","1","5.0740966796875"
"$","63","1707211128884","2418","-98.625","2.71875","15.2854232788086","1","5.9853515625"
"$","61","1707211128947","2419","-31.5703125","13.1953125","16.9577331542969","1","5.2781982421875"
"$","62","1707211128947","2419","-32.3828125","14.1015625","17.5007953643799","1","5.0740966796875"
"$","63","1707211128947","2419","-97.7265625","2.9140625","15.2854232788086","1","5.9853515625"
"$","61","1707211129009","2420","-30.5390625","13.2890625","17.0397415161133","1","5.614013671875"
"$","61","1707211129087","2421","-29.5234375","13.34375","17.0397415161133","1","5.614013671875"
"$","62","1707211129087","2421","-30.6015625","13.890625","17.3513011932373","1","4.1773681640625"
"$","63","1707211129087","2421","-96.703125","3.0234375","15.7319717407227","1","7.515869140625"
"$","61","1707211129150","2422","-28.5","13.3984375","17.0397415161133","1","5.614013671875"
"$","62","1707211129150","2422","-29.5625","14.015625","17.3513011932373","1","4.1773681640625"
"$","63","1707211129150","2422","-95.7890625","3.390625","15.7506141662598","1","7.582763671875"
"$","61","1707211129212","2423","-27.5703125","13.421875","17.0837364196777","1","4.6746826171875"
"$","62","1707211129212","2423","-94.921875","3.75","15.7506141662598","1","7.582763671875"
"$","61","1707211129275","2424","-26.5390625","13.5234375","16.9244232177734","1","5.044189453125"
"$","62","1707211129275","2424","-27.6015625","14.171875","17.2007846832275","1","4.59375"
"$","63","1707211129275","2424","-93.96875","3.515625","15.4952049255371","1","6.756591796875"
"$","61","1707211129353","2425","-24.5","13.640625","16.9478244781494","1","5.400146484375"
"$","62","1707211129353","2425","-25.3828125","14.4765625","17.2816524505615","1","3.86328125"
"$","63","1707211129353","2425","-92.1640625","4.078125","15.4914798736572","1","7.0537109375"
"$","61","1707211129415","2426","-23.5625","13.8359375","17.0288734436035","1","4.5911865234375"
"$","62","1707211129415","2426","-24.3515625","14.6015625","17.2816524505615","1","3.86328125"
"$","63","1707211129415","2426","-91.2890625","4.390625","15.4914798736572","1","7.0537109375"
"$","61","1707211129478","2427","-22.5390625","13.90625","17.0288734436035","1","4.5911865234375"
"$","62","1707211129478","2427","-90.390625","4.34375","15.3953695297241","1","7.17333984375"
"$","61","1707211129540","2428","-21.5234375","14.0234375","16.9089374542236","1","4.97900390625"
"$","62","1707211129540","2428","-22.40625","14.671875","17.4226589202881","1","4.3114013671875"
"$","63","1707211129540","2428","-89.5078125","4.625","15.3953695297241","1","7.17333984375"
"$","61","1707211129619","2429","-20.453125","14.15625","16.9930934906006","1","4.1630859375"
"$","62","1707211129619","2429","-21.3671875","14.78125","17.4226589202881","1","4.3114013671875"
"$","63","1707211129619","2429","-88.5390625","3.78125","15.3303031921387","1","6.42578125"
"$","61","1707211129681","2430","-19.484375","14.3125","17.0925827026367","1","3.46337890625"
"$","62","1707211129681","2430","-87.6328125","3.9140625","15.3418979644775","1","6.6240234375"
"$","61","1707211129744","2431","-18.4609375","14.390625","17.0925827026367","1","3.46337890625"
"$","62","1707211129744","2431","-19.5","14.578125","17.1249580383301","1","3.78662109375"
"$","63","1707211129744","2431","-86.703125","3.9921875","15.3305473327637","1","6.2249755859375"
"$","61","1707211129806","2432","-17.421875","14.515625","16.8576107025146","1","3.953125"
"$","62","1707211129806","2432","-18.4765625","14.65625","17.1249580383301","1","3.78662109375"
"$","63","1707211129806","2432","-85.8046875","4.2734375","15.3487339019775","1","6.44970703125"
"$","61","1707211129884","2433","-15.4453125","14.5703125","17.0464687347412","1","3.618896484375"
"$","62","1707211129884","2433","-16.515625","14.7265625","17.1406059265137","1","4.2564697265625"
"$","63","1707211129884","2433","-84.0078125","4.5","15.3204717636108","1","6.62109375"
"$","62","1707211129947","2434","-15.4921875","14.796875","17.1406059265137","1","4.2564697265625"
"$","63","1707211129947","2434","-83.1015625","4.7578125","15.3349323272705","1","6.79443359375"
"$","63","1707211130009","2435","-82.1953125","4.8671875","15.3265342712402","1","6.93994140625"
"$","63","1707211130087","2436","-81.2734375","4.90625","15.3047752380371","1","7.0869140625"
"$","63","1707211130150","2437","-80.3671875","4.9921875","15.2945880889893","1","7.2061767578125"
"$","63","1707211130212","2438","-79.4609375","5.0703125","15.2863931655884","1","7.2958984375"
"$","63","1707211130275","2439","-78.5546875","5.234375","15.2863931655884","1","7.2958984375"
"$","63","1707211130353","2440","-77.71875","4.828125","15.2230529785156","1","5.9080810546875"
"$","63","1707211130415","2441","-76.8203125","4.9921875","15.2265462875366","1","6.1796875"
"$","63","1707211130478","2442","-75.9140625","5.125","15.2265462875366","1","6.1796875"
"$","63","1707211130540","2443","-74.1015625","5.3828125","15.2319393157959","1","6.4013671875"
"$","63","1707211130619","2444","-73.203125","5.5703125","15.2401695251465","1","6.5986328125"
"$","63","1707211130681","2445","-72.296875","5.7109375","15.2401695251465","1","6.5986328125"
"$","63","1707211130744","2446","-71.4765625","5.65625","15.2193937301636","1","5.56396484375"
"$","63","1707211130806","2447","-70.59375","5.8359375","15.2282457351685","1","5.8544921875"
"$","63","1707211130884","2448","-69.6875","5.96875","15.2282457351685","1","5.8544921875"
"$","63","1707211130947","2449","-68.7890625","6.09375","15.2348575592041","1","6.1248779296875"
"$","63","1707211131009","2450","-67.8984375","6.171875","15.2260417938232","1","6.3455810546875"
"$","63","1707211131087","2451","-66.171875","6.6640625","15.2599744796753","1","5.5377197265625"
"$","63","1707211131150","2452","-65.28125","7.0390625","15.3053331375122","1","4.518310546875"
"$","63","1707211131212","2453","-64.375","7.203125","15.3053331375122","1","4.518310546875"
"$","63","1707211131275","2454","-63.46875","7.40625","15.3212747573853","1","4.903564453125"
"$","63","1707211131353","2455","-62.5625","7.5390625","15.3157606124878","1","4.52099609375"
"$","63","1707211131415","2456","-61.625","7.53125","15.2878665924072","1","4.0374755859375"
"$","63","1707211131478","2457","-60.7109375","7.5390625","15.2663383483887","1","3.576904296875"
"$","63","1707211131556","2458","-59.8046875","7.7265625","15.2758350372314","1","3.033447265625"
"$","63","1707211131618","2459","-58.90625","7.890625","15.0800695419312","1","3.52294921875"
"$","64","1707211131618","2459","-62.8203125","7.6015625","15.3494653701782","1","6.2288818359375"
"$","63","1707211131681","2460","-58.0078125","8.0390625","15.2587480545044","1","3.8037109375"
"$","64","1707211131681","2460","-61.9140625","7.78125","15.3494653701782","1","6.2288818359375"
"$","63","1707211131743","2461","-56.2265625","8.359375","15.1042280197144","1","2.872314453125"
"$","64","1707211131743","2461","-60.15625","8.1875","15.1484451293945","1","6.453125"
"$","63","1707211131806","2462","-55.328125","8.515625","15.0746536254883","1","3.404052734375"
"$","64","1707211131806","2462","-59.265625","8.3671875","15.1484451293945","1","6.453125"
"$","63","1707211131884","2463","-54.4453125","8.703125","15.0836210250854","1","3.88671875"
"$","63","1707211131947","2464","-53.5546875","8.8984375","15.0991611480713","1","4.3251953125"
"$","63","1707211132009","2465","-52.65625","9.0546875","15.1081809997559","1","4.73583984375"
"$","63","1707211132087","2466","-51.765625","9.203125","15.1081809997559","1","4.73583984375"
"$","63","1707211132150","2467","-50.8203125","9.2578125","15.0965175628662","1","4.0673828125"
"$","63","1707211132212","2468","-49.9375","9.4296875","15.1080274581909","1","4.50732421875"
"$","63","1707211132275","2469","-49.0390625","9.578125","15.1080274581909","1","4.50732421875"
"$","63","1707211132353","2470","-47.2578125","9.796875","15.1109285354614","1","5.2713623046875"
"$","63","1707211132415","2471","-46.3671875","9.921875","15.1149663925171","1","5.58251953125"
"$","63","1707211132478","2472","-45.4765625","10.4140625","15.206729888916","1","4.654541015625"
"$","63","1707211132572","2473","-49.3828125","10.7421875","15.9281721115112","1","6.8251953125"
"$","64","1707211132572","2473","-44.5859375","10.546875","15.2150459289551","1","5.04638671875"
"$","63","1707211132618","2474","-48.484375","11.0625","15.9281721115112","1","6.8251953125"
"$","64","1707211132618","2474","-43.6875","10.6640625","15.2144060134888","1","5.029541015625"
"$","63","1707211132697","2475","-42.796875","10.671875","15.176082611084","1","4.3209228515625"
"$","63","1707211132743","2476","-46.7734375","10.8203125","15.4543809890747","1","5.6162109375"
"$","64","1707211132743","2476","-41.8984375","10.78125","15.1761407852173","1","4.732177734375"
"$","63","1707211132822","2477","-44.9609375","11.15625","15.4695386886597","1","6.1796875"
"$","64","1707211132822","2477","-40.1015625","10.609375","15.0858726501465","1","3.2838134765625"
"$","63","1707211132900","2478","-44.0625","11.375","15.4695386886597","1","6.1796875"
"$","64","1707211132900","2478","-39.203125","10.7265625","15.0858726501465","1","3.2838134765625"
"$","63","1707211132947","2479","-43.15625","11.6015625","15.4695386886597","1","6.1796875"
"$","64","1707211132947","2479","-38.3046875","10.828125","15.0993719100952","1","3.0223388671875"
"$","63","1707211133040","2480","-42.28125","11.6484375","15.4615354537964","1","6.4013671875"
"$","64","1707211133040","2480","-37.40625","10.9296875","15.1051406860352","1","3.552978515625"
"$","63","1707211133087","2481","-41.4140625","11.3984375","15.2844314575195","1","5.38134765625"
"$","64","1707211133087","2481","-36.515625","10.9765625","15.0954809188843","1","2.9761962890625"
"$","63","1707211133150","2482","-40.5078125","11.5703125","15.2844314575195","1","5.38134765625"
"$","64","1707211133150","2482","-35.6171875","11.09375","15.103235244751","1","3.504638671875"
"$","63","1707211133212","2483","-39.6796875","11.359375","15.1950368881226","1","4.61767578125"
"$","64","1707211133212","2483","-34.7109375","11.15625","15.1044721603394","1","2.8525390625"
"$","63","1707211133275","2484","-38.796875","11.421875","15.1898345947266","1","5.00537109375"
"$","64","1707211133275","2484","-33.828125","11.2109375","15.097261428833","1","2.8228759765625"
"$","63","1707211133353","2485","-37.8984375","11.5390625","15.192982673645","1","5.357421875"
"$","64","1707211133353","2485","-32.9375","11.4453125","15.1390247344971","1","2.4708251953125"
"$","63","1707211133431","2486","-36.9921875","11.671875","15.192982673645","1","5.357421875"
"$","64","1707211133431","2486","-32.046875","11.5390625","15.1526126861572","1","3.0322265625"
"$","63","1707211133478","2487","-36.1015625","11.6015625","15.1596326828003","1","4.953857421875"
"$","64","1707211133478","2487","-31.140625","11.625","15.1565818786621","1","3.533935546875"
"$","65","1707211133478","2487","-30.546875","25.140625","16.0421905517578","1","8.3155517578125"
"$","63","1707211133556","2488","-34.296875","11.84375","15.1596326828003","1","4.953857421875"
"$","64","1707211133556","2488","-29.34375","11.8203125","15.1761350631714","1","5.02099609375"
"$","65","1707211133556","2488","-28.640625","25.265625","16.1002902984619","1","8.3155517578125"
"$","63","1707211133618","2489","-33.390625","11.9609375","15.1596326828003","1","4.953857421875"
"$","64","1707211133618","2489","-28.4375","11.9296875","15.192572593689","1","5.302001953125"
"$","65","1707211133618","2489","-27.734375","25.15625","16.2086639404297","1","8.3155517578125"
"$","63","1707211133681","2490","-32.4921875","12.078125","15.1596326828003","1","4.953857421875"
"$","64","1707211133681","2490","-27.5390625","12.046875","15.2167711257935","1","4.6387939453125"
"$","65","1707211133681","2490","-26.765625","25.2109375","16.2086639404297","1","8.3155517578125"
"$","63","1707211133743","2491","-31.5859375","12.0078125","15.1811494827271","1","5.30517578125"
"$","64","1707211133743","2491","-26.6328125","12.171875","15.2341442108154","1","5.0306396484375"
"$","65","1707211133743","2491","-25.796875","25.2734375","16.2086639404297","1","8.3155517578125"
"$","63","1707211133821","2492","-30.6796875","12.1171875","15.1811494827271","1","5.30517578125"
"$","64","1707211133821","2492","-25.7265625","12.2578125","15.2537174224854","1","4.568115234375"
"$","65","1707211133821","2492","-24.8203125","25.328125","16.2086639404297","1","8.3155517578125"
"$","63","1707211133884","2493","-29.78125","12.21875","15.1811494827271","1","5.30517578125"
"$","64","1707211133884","2493","-24.8203125","12.359375","15.2537174224854","1","4.568115234375"
"$","63","1707211133946","2494","-28.9296875","12.15625","15.1768407821655","1","5.1298828125"
"$","64","1707211133946","2494","-23.9140625","12.7265625","15.1731557846069","1","3.903076171875"
"$","65","1707211133946","2494","-51.6640625","10.78125","15.5827102661133","1","6.648681640625"
"$","63","1707211134009","2495","-28.0703125","12.046875","15.1314973831177","1","4.56689453125"
"$","64","1707211134009","2495","-23.0078125","12.8515625","15.1731557846069","1","3.903076171875"
"$","65","1707211134009","2495","-50.6953125","11.03125","15.6215715408325","1","6.822509765625"
"$","63","1707211134087","2496","-26.2734375","12.4296875","15.2267465591431","1","4.087890625"
"$","64","1707211134087","2496","-21.21875","13.0234375","15.25461769104","1","3.203125"
"$","65","1707211134087","2496","-48.8359375","11.4453125","15.6648263931274","1","6.9683837890625"
"$","66","1707211134087","2496","-50.1484375","11.0390625","15.3684740066528","1","6.8818359375"
"$","63","1707211134150","2497","-25.390625","12.765625","15.1448774337769","1","3.36181640625"
"$","64","1707211134150","2497","-20.3125","13.0703125","15.2582101821899","1","3.13427734375"
"$","65","1707211134150","2497","-47.8984375","11.7734375","15.7541942596436","1","7.11572265625"
"$","63","1707211134212","2498","-24.453125","12.9453125","15.1792106628418","1","2.7755126953125"
"$","64","1707211134212","2498","-19.40625","13.1484375","15.2921943664551","1","3.0076904296875"
"$","65","1707211134212","2498","-46.953125","11.828125","15.680027961731","1","7.2353515625"
"$","63","1707211134275","2499","-23.546875","13.0703125","15.1792106628418","1","2.7755126953125"
"$","64","1707211134275","2499","-18.5","13.2421875","15.3436708450317","1","3.756591796875"
"$","65","1707211134275","2499","-46.03125","12.03125","15.680027961731","1","7.2353515625"
"$","63","1707211134353","2500","-22.640625","13.1875","15.1792106628418","1","2.7755126953125"
"$","64","1707211134353","2500","-17.5859375","13.3515625","15.3436708450317","1","3.756591796875"
"$","65","1707211134353","2500","-45.078125","12.171875","15.4691934585571","1","6.9580078125"
"$","63","1707211134431","2501","-21.734375","13.3125","15.3031301498413","1","3.2772216796875"
"$","64","1707211134431","2501","-16.6953125","13.484375","15.2776327133179","1","3.376953125"
"$","65","1707211134431","2501","-44.140625","12.390625","15.4927883148193","1","7.1083984375"
"$","66","1707211134431","2501","-45.7578125","11.6484375","15.195650100708","1","7.176025390625"
"$","63","1707211134509","2502","-20.8203125","13.421875","15.3388204574585","1","3.77685546875"
"$","64","1707211134509","2502","-15.796875","13.5703125","15.326301574707","1","3.892333984375"
"$","65","1707211134509","2502","-43.21875","12.3671875","15.4135103225708","1","6.572998046875"
"$","66","1707211134509","2502","-44.8515625","11.7890625","15.195650100708","1","7.176025390625"
"$","63","1707211134556","2502","-19.90625","13.5390625","15.3388204574585","1","3.77685546875"
"$","65","1707211134556","2502","-42.2890625","12.484375","15.4046411514282","1","6.866455078125"
"$","63","1707211134618","2504","-19","13.65625","15.3388204574585","1","3.77685546875"
"$","65","1707211134618","2504","-41.359375","12.5703125","15.3919515609741","1","7.0164794921875"
"$","66","1707211134618","2504","-43.171875","11.7265625","15.1401090621948","1","7.265625"
"$","63","1707211134681","2505","-17.21875","13.4921875","15.2794485092163","1","3.2607421875"
"$","65","1707211134681","2505","-39.5234375","12.9453125","15.4528818130493","1","7.127197265625"
"$","66","1707211134681","2505","-41.40625","12.171875","15.2149496078491","1","7.355712890625"
"$","63","1707211134759","2506","-16.2890625","13.5703125","15.1938982009888","1","4.1015625"
"$","65","1707211134759","2506","-38.59375","13.03125","15.4449405670166","1","6.5445556640625"
"$","66","1707211134759","2506","-40.5","12.296875","15.2149496078491","1","7.355712890625"
"$","63","1707211134837","2507","-15.375","13.65625","15.1938982009888","1","4.1015625"
"$","65","1707211134837","2507","-37.6796875","13.203125","15.4449405670166","1","6.5445556640625"
"$","66","1707211134837","2507","-39.6484375","12.5234375","15.267107963562","1","6.91015625"
"$","65","1707211134884","2508","-36.7734375","13.328125","15.2611646652222","1","6.998779296875"
"$","66","1707211134884","2508","-38.7421875","12.65625","15.267107963562","1","6.91015625"
"$","65","1707211134946","2509","-35.875","13.4140625","15.2487592697144","1","7.132080078125"
"$","66","1707211134946","2509","-37.8671875","13.0078125","15.1465702056885","1","7.056884765625"
"$","65","1707211135009","2510","-34.96875","13.515625","15.2547235488892","1","7.2322998046875"
"$","66","1707211135009","2510","-36.96875","13.15625","15.1465702056885","1","7.056884765625"
"$","65","1707211135087","2511","-34.0703125","13.578125","15.2480087280273","1","7.3597412109375"
"$","66","1707211135087","2511","-36.125","13.359375","15.2004871368408","1","7.176025390625"
"$","65","1707211135150","2512","-33.15625","13.703125","15.2660083770752","1","6.229248046875"
"$","66","1707211135150","2512","-35.2265625","13.5078125","15.2004871368408","1","7.176025390625"
"$","65","1707211135212","2513","-32.2421875","13.84375","15.2955760955811","1","6.4599609375"
"$","66","1707211135212","2513","-34.34375","13.546875","15.2136840820313","1","7.265625"
"$","65","1707211135290","2514","-30.421875","14.1328125","15.3251543045044","1","6.1322021484375"
"$","66","1707211135290","2514","-32.4375","13.6484375","15.20299243927","1","6.9384765625"
"$","65","1707211135353","2515","-29.5078125","14.2421875","15.3883361816406","1","6.3812255859375"
"$","66","1707211135353","2515","-31.53125","13.78125","15.20299243927","1","6.9384765625"
"$","65","1707211135415","2516","-28.59375","14.296875","15.3904447555542","1","6.59912109375"
"$","66","1707211135415","2516","-30.8125","13.7890625","15.2094831466675","1","5.934814453125"
"$","65","1707211135478","2517","-27.6875","14.4140625","15.2271156311035","1","5.9677734375"
"$","66","1707211135478","2517","-29.9140625","13.9140625","15.2094831466675","1","5.934814453125"
"$","65","1707211135556","2518","-26.78125","14.5546875","15.2271156311035","1","5.9677734375"
"$","66","1707211135556","2518","-29.0078125","14.203125","15.1160650253296","1","6.1796875"
"$","65","1707211135618","2519","-25.8671875","14.640625","15.2651691436768","1","5.5478515625"
"$","66","1707211135618","2519","-28.109375","14.3359375","15.1160650253296","1","6.1796875"
"$","65","1707211135681","2520","-24.96875","14.703125","15.2780103683472","1","5.8427734375"
"$","66","1707211135681","2520","-27.421875","14.03125","15.209942817688","1","5.2801513671875"
"$","65","1707211135743","2521","-24.0625","14.828125","15.3298788070679","1","6.1094970703125"
